C_CODI_CANDIDATO,CANDIDATO,NUMLISTA,TOTAL_VOTOS,departamento,partido
00000562,SAUL PEDRAZA MEZARES,1,814,APURIMAC,DEMOCRACIA DIRECTA
00000563,  ,2,115,APURIMAC,DEMOCRACIA DIRECTA
00000564,TEOFILO RIVAS OLIVARES,3,223,APURIMAC,DEMOCRACIA DIRECTA
00000565,KATERINE CONTRERAS MORALES,4,11,APURIMAC,DEMOCRACIA DIRECTA
00000530,DAVID ABRAHAM SALAZAR MOROTE,1,387,APURIMAC,ALIANZA PARA EL PROGRESO
00000531,ROXANA CASTRO ESPINOZA,2,228,APURIMAC,ALIANZA PARA EL PROGRESO
00000532,JOAQUIN LAURO BATALLANOS PONCE,3,209,APURIMAC,ALIANZA PARA EL PROGRESO
00000533,FIORELLA BENITA VALENZUELA ROJAS,4,17,APURIMAC,ALIANZA PARA EL PROGRESO
00000600,JOSE JOB ANCULLE CARHUAS,1,"7,864",AREQUIPA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00000601,ELIZABETH ALVAREZ SANA,2,"6,120",AREQUIPA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00000602,AARÓN JEREMIAS LOAYZA CAMARGO,3,"3,362",AREQUIPA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00000603,HAYDEE ADRIANA CHAMBI YTO,4,"1,646",AREQUIPA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00000604,FARRERE FLAUBERT ATAUCURI MOLLENEDO,5,"3,892",AREQUIPA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00000605,YULISSA RANDY MARQUEZ PEÑA,6,"1,350",AREQUIPA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00000648,VICTOR ANDREE POLAR CONCHA,1,817,AREQUIPA,PARTIDO NACIONALISTA PERUANO
00000649,MAE KELLY CAMARGO CONCHA,2,901,AREQUIPA,PARTIDO NACIONALISTA PERUANO
00000650,VICTOR RAUL BATALLANOS LIZARBE,3,400,AREQUIPA,PARTIDO NACIONALISTA PERUANO
00000651,MARITZA YAHAIRA GALARZA MADUEÑO,4,597,AREQUIPA,PARTIDO NACIONALISTA PERUANO
00000652,  ,5,163,AREQUIPA,PARTIDO NACIONALISTA PERUANO
00000653,ROSSANA DEL PILAR TORRES CARBAJAL,6,162,AREQUIPA,PARTIDO NACIONALISTA PERUANO
00000660,JUAN ELIAS ROJAS PAREDES,1,"1,223",AREQUIPA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00000661,  ,2,404,AREQUIPA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00000662,ANGEL BUSTAMANTE GARCIA,3,720,AREQUIPA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00000781,HILDA PEREZ EDUARDO,4,342,AREQUIPA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00000782,  ,5,273,AREQUIPA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00000783,DAYSI MARITZA ARAPA CUSI,6,418,AREQUIPA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00000814,MOISES JESUS CHUCTAYA HUARCA,1,"15,383",AREQUIPA,PARTIDO MORADO
00000815,LOURDES ROXANA PORTUGAL AYESTAS,2,"3,576",AREQUIPA,PARTIDO MORADO
00000816,NICOLAS ANDRES TALAVERA BENAVENTE,3,"17,854",AREQUIPA,PARTIDO MORADO
00000817,MERCEDES MARCELA VALDIVIA CHALCO,4,"5,988",AREQUIPA,PARTIDO MORADO
00000818,DONALD HAROLD TORRICO MOSTAJO,5,"4,861",AREQUIPA,PARTIDO MORADO
00000819,MAGUI ESTHER MABEL DEL AGUILAR PUMA,6,"1,517",AREQUIPA,PARTIDO MORADO
00000802,  ,1,235,AREQUIPA,PERU PATRIA SEGURA
00000803,  ,2,125,AREQUIPA,PERU PATRIA SEGURA
00000804,JORDANY BARRA MUÑOZ,3,107,AREQUIPA,PERU PATRIA SEGURA
00000805,  ,4,173,AREQUIPA,PERU PATRIA SEGURA
00000806,JESSICA AZUCENA RAMOS ZUMARAN,5,72,AREQUIPA,PERU PATRIA SEGURA
00000807,ALVARO SAUL APAZA CUTIPA,6,58,AREQUIPA,PERU PATRIA SEGURA
00000594,EDILBERTO DE LA CRUZ CESAREO SALAZAR ZENDER,1,"7,770",AREQUIPA,VICTORIA NACIONAL
00000595,GIOVANNA JEANICE ARANIBAR ROSAS,2,"2,913",AREQUIPA,VICTORIA NACIONAL
00000596,CHRISTIAN LENIN BATALLANOS QUISPE,3,"5,858",AREQUIPA,VICTORIA NACIONAL
00000597,ORISHA EDA LASTEROS DAMIAN,4,"1,188",AREQUIPA,VICTORIA NACIONAL
00000598,OMAR OSCAR YRALA BUSTAMANTE,5,629,AREQUIPA,VICTORIA NACIONAL
00000599,MARIA EUGENIA CALLA ALVIS,6,571,AREQUIPA,VICTORIA NACIONAL
00000654,PEDRO EDWIN MARTINEZ TALAVERA,1,"13,921",AREQUIPA,ACCION POPULAR
00000655,LUZ EVELYN MEDINA ZUÑIGA,2,"9,323",AREQUIPA,ACCION POPULAR
00000656,LUIS LIZANDRO SALAS ASTORGA,3,"7,362",AREQUIPA,ACCION POPULAR
00000657,ELADIA YANA CASELLA,4,"3,410",AREQUIPA,ACCION POPULAR
00000658,MIGUEL ANGEL RODRIGUEZ CHILE,5,"2,989",AREQUIPA,ACCION POPULAR
00000659,  ,6,506,AREQUIPA,ACCION POPULAR
00000636,DIANA CAROLINA GONZALES DELGADO,1,"22,312",AREQUIPA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00000637,JULIO CESAR SUMERINDE SALAS,2,"10,532",AREQUIPA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00000638,TANIA DEL ROSARIO ROJAS GOMEZ,3,"6,878",AREQUIPA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00000639,JOSE ARMANDO ALVAREZ RUELAS,4,"2,748",AREQUIPA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00000640,DOLORES MARLENE CORIMANYA SICHA,5,"2,701",AREQUIPA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00000641,MAXIMO ADOLFO FRANCO BEQUER,6,"2,936",AREQUIPA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00000618,MARCO TULIO FALCONI PICARDO,1,"6,138",AREQUIPA,PODEMOS PERU
00000619,MARIA BELEN AGUILAR AREVALO,2,"3,946",AREQUIPA,PODEMOS PERU
00000620,  ,3,919,AREQUIPA,PODEMOS PERU
00000621,SHIRLEY VERONICA ARIAS LUPO,4,961,AREQUIPA,PODEMOS PERU
00000622,WALTER ALFREDO BALDEON DIAZ,5,"1,721",AREQUIPA,PODEMOS PERU
00000623,NORMA NOEMI CRUZ ROSAS,6,353,AREQUIPA,PODEMOS PERU
00000630,FERNANDO ZEBALLOS PATRON,1,"7,136",AREQUIPA,JUNTOS POR EL PERU
00000631,  ,2,"3,169",AREQUIPA,JUNTOS POR EL PERU
00000632,JOSE ARISTIDES VILLAFUERTE CHARCA,3,"5,025",AREQUIPA,JUNTOS POR EL PERU
00000633,JANETH CLARA SALINAS QUISPE,4,"5,889",AREQUIPA,JUNTOS POR EL PERU
00000634,JORGE ALBERTO CONDORI PACHECO,5,"5,109",AREQUIPA,JUNTOS POR EL PERU
00000635,  ,6,851,AREQUIPA,JUNTOS POR EL PERU
00000606,SERGIO ELISEO APAZA DELGADO,1,"1,723",AREQUIPA,PARTIDO POPULAR CRISTIANO - PPC
00000607,MATILDE LOZADA DEGLANE,2,"2,079",AREQUIPA,PARTIDO POPULAR CRISTIANO - PPC
00000608,HECTOR ALONSO ESPINOZA GUTIERREZ,3,"1,676",AREQUIPA,PARTIDO POPULAR CRISTIANO - PPC
00000609,JANETH NATIVIDAD RODRIGUEZ JARA,4,811,AREQUIPA,PARTIDO POPULAR CRISTIANO - PPC
00000610,JUVENAL MARIO GARATE VALENCIA,5,608,AREQUIPA,PARTIDO POPULAR CRISTIANO - PPC
00000611,ANDREA LUCIA GUERRA BENAVENTE,6,280,AREQUIPA,PARTIDO POPULAR CRISTIANO - PPC
00000624,DURBY ESNELY CASTILLO CAMINO,1,"2,816",AREQUIPA,FUERZA POPULAR
00000625,CAMILO JOSE CARCAMO MATTOS,2,"2,750",AREQUIPA,FUERZA POPULAR
00000626,VICTORIA VILMA TUCO VERA,3,"1,172",AREQUIPA,FUERZA POPULAR
00000627,JOSE ANTONIO MANRIQUE SALINAS,4,813,AREQUIPA,FUERZA POPULAR
00000628,GILDA MARIBEL SOTO YAULLI,5,439,AREQUIPA,FUERZA POPULAR
00000629,CARLOS ALFREDO HUARCA CASTRO,6,187,AREQUIPA,FUERZA POPULAR
00000642,BENIGNO LEONEL CABRERA PINO,1,"3,395",AREQUIPA,UNION POR EL PERU
00000643,MILUSKA OLIVERA MOGROVEJO,2,"4,745",AREQUIPA,UNION POR EL PERU
00000644,EUDALDO ALEXIS CHORA COAGUILA,3,"1,924",AREQUIPA,UNION POR EL PERU
00000645,THAIS DANYLIA SUAREZ LANAO,4,"1,481",AREQUIPA,UNION POR EL PERU
00000646,NELSON ESTANISLAO MAQUE ALFARO,5,"1,548",AREQUIPA,UNION POR EL PERU
00000647,ELIZABETH VICTORIA CHIRINOS OLIVA,6,298,AREQUIPA,UNION POR EL PERU
00000820,ESDRAS RICARDO MEDINA MINAYA,1,"13,650",AREQUIPA,RENOVACION POPULAR
00000821,NELDY ROXANA MENDOZA FLORES,2,"9,375",AREQUIPA,RENOVACION POPULAR
00000822,GIULIANO NIKOLA MONTALVO MIRANDA,3,"6,554",AREQUIPA,RENOVACION POPULAR
00000823,THAIS DAYANA VILLAGRA VALDIVIA,4,"2,539",AREQUIPA,RENOVACION POPULAR
00000824,LUIS ALBERTO BERNAL TODCO,5,"5,005",AREQUIPA,RENOVACION POPULAR
00000825,GABY BETHY RODRIGUEZ Y RODRIGUEZ,6,"1,223",AREQUIPA,RENOVACION POPULAR
00000826,SANDRO JARA COA,1,726,AREQUIPA,RENACIMIENTO UNIDO NACIONAL
00000827,JACQUELINE ALIDA CARDENAS CUBA,2,327,AREQUIPA,RENACIMIENTO UNIDO NACIONAL
00000828,JUAN CARLOS APAZA HERRERA,3,466,AREQUIPA,RENACIMIENTO UNIDO NACIONAL
00000829,LILIANA ELIZABETH ROJAS RODRIGUEZ,4,181,AREQUIPA,RENACIMIENTO UNIDO NACIONAL
00000830,CESAR AUGUSTO RUELAS TORREBLANCA,5,157,AREQUIPA,RENACIMIENTO UNIDO NACIONAL
00000831,BACILISA LA ROSA ALACUTI,6,48,AREQUIPA,RENACIMIENTO UNIDO NACIONAL
00000612,GUIDO MOISES DEL CARPIO RODRIGUEZ,1,"7,367",AREQUIPA,PARTIDO DEMOCRATICO SOMOS PERU
00000613,LUISA GIOVANNA BEDOYA MAQUE,2,"1,776",AREQUIPA,PARTIDO DEMOCRATICO SOMOS PERU
00000614,ROLANDO BEDREGAL SANZ,3,"3,927",AREQUIPA,PARTIDO DEMOCRATICO SOMOS PERU
00000615,RUTH MARIA CUEVAS DE RODRIGUEZ,4,791,AREQUIPA,PARTIDO DEMOCRATICO SOMOS PERU
00000616,MIRKO IVAN AVENDAÑO QUEVEDO,5,"1,413",AREQUIPA,PARTIDO DEMOCRATICO SOMOS PERU
00000617,LUZ ANTONIA CAÑAPATAÑA CHAMBI,6,336,AREQUIPA,PARTIDO DEMOCRATICO SOMOS PERU
00000790,BERNARDO JAIME QUITO SARMIENTO,1,"33,528",AREQUIPA,PARTIDO POLITICO NACIONAL PERU LIBRE
00000791,MARIA ANTONIETA AGÜERO GUTIERREZ,2,"23,629",AREQUIPA,PARTIDO POLITICO NACIONAL PERU LIBRE
00000792,ALEX ANTONIO PAREDES GONZALES,3,"15,676",AREQUIPA,PARTIDO POLITICO NACIONAL PERU LIBRE
00000793,KAREN GIOVANNA RICRA CARRILLO,4,"4,157",AREQUIPA,PARTIDO POLITICO NACIONAL PERU LIBRE
00000794,DARIO MANUEL CENTENO HUAMANI,5,"5,765",AREQUIPA,PARTIDO POLITICO NACIONAL PERU LIBRE
00000795,MARITZA CECILIA LOPEZ QUISPE,6,"1,420",AREQUIPA,PARTIDO POLITICO NACIONAL PERU LIBRE
00000784,HENRY ARTURO SULCA GARCIA,1,647,AREQUIPA,DEMOCRACIA DIRECTA
00000785,ERIKA ROCIO JIMENEZ GARCIA,2,433,AREQUIPA,DEMOCRACIA DIRECTA
00000786,  ,3,144,AREQUIPA,DEMOCRACIA DIRECTA
00000787,NORA DOMINGA CARPIO PEREZ,4,124,AREQUIPA,DEMOCRACIA DIRECTA
00000788,MIGUEL ANGEL SURCO QUISPE,5,152,AREQUIPA,DEMOCRACIA DIRECTA
00000789,ESTEFANIA CHAVEZ VDA DE CACHICATARI,6,52,AREQUIPA,DEMOCRACIA DIRECTA
00000808,ORLANDO VENTURA MOLLO MEDINA,1,"4,247",AREQUIPA,ALIANZA PARA EL PROGRESO
00000809,  ,2,"1,043",AREQUIPA,ALIANZA PARA EL PROGRESO
00000810,  ,3,840,AREQUIPA,ALIANZA PARA EL PROGRESO
00000811,LILY MARGOTH JUAREZ SALAZAR,4,"1,144",AREQUIPA,ALIANZA PARA EL PROGRESO
00000812,JORGE ALFREDO VILCA AGUILAR,5,"1,213",AREQUIPA,ALIANZA PARA EL PROGRESO
00000813,GIOVANNA MARIA MELO VILCA,6,438,AREQUIPA,ALIANZA PARA EL PROGRESO
00000346,CESAR VICENTE FLORES TINCO,1,"2,677",AYACUCHO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00000347,SABINA ASTO NAVARRO,2,"1,290",AYACUCHO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00000348,  ,3,308,AYACUCHO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00000349,NINFA FELICITAS CURIPURI CURO,4,417,AYACUCHO,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00000350,RENE PRADO GOMEZ,1,871,AYACUCHO,PARTIDO NACIONALISTA PERUANO
00000351,MERY LUZ PILLACA MEDINA,2,505,AYACUCHO,PARTIDO NACIONALISTA PERUANO
00000352,  ,3,128,AYACUCHO,PARTIDO NACIONALISTA PERUANO
00000353,MARIA MAGDALENA QUISPE VALDIVIA,4,94,AYACUCHO,PARTIDO NACIONALISTA PERUANO
00000354,MAGNO ORTEGA QUISPE,1,"1,803",AYACUCHO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00000355,LUZ MORALES CALLE,2,888,AYACUCHO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00000356,MARCELINO CHOCCE GAVILAN,3,350,AYACUCHO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00000357,ROSA MARIA MUÑOZ PIZARRO,4,967,AYACUCHO,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00000342,JUSTO CARLOS RODRIGUEZ VERA,1,849,AYACUCHO,PARTIDO MORADO
00000343,JHOYS LEYLAURA ORDOÑEZ GOMEZ,2,843,AYACUCHO,PARTIDO MORADO
00000344,HEBER TURPO PINEDA,3,273,AYACUCHO,PARTIDO MORADO
00000345,EDITH MARIEL RAMIREZ QUISPE,4,391,AYACUCHO,PARTIDO MORADO
,,1,0,AYACUCHO,PERU PATRIA SEGURA
,,2,0,AYACUCHO,PERU PATRIA SEGURA
,,3,0,AYACUCHO,PERU PATRIA SEGURA
,,4,0,AYACUCHO,PERU PATRIA SEGURA
00000362,RUBEN LOAYZA MENDOZA,1,"1,941",AYACUCHO,VICTORIA NACIONAL
00000363,VARINIA MARLENE MORENO CORDOVA,2,"1,320",AYACUCHO,VICTORIA NACIONAL
00000364,  ,3,180,AYACUCHO,VICTORIA NACIONAL
00000365,ANTONELLA ALESSANDRA REY SCOTTO,4,88,AYACUCHO,VICTORIA NACIONAL
00000844,GISELA TIPE DE LA CRUZ,1,"3,928",AYACUCHO,ACCION POPULAR
00000845,  ,2,"1,346",AYACUCHO,ACCION POPULAR
00000846,FIORELLA KARLEND BENDEZU SANTIBAÑEZ,3,"4,036",AYACUCHO,ACCION POPULAR
00000847,JHONY ANGEL VARGAS QUISPE,4,"2,729",AYACUCHO,ACCION POPULAR
,,1,0,AYACUCHO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
,,2,0,AYACUCHO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
,,3,0,AYACUCHO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
,,4,0,AYACUCHO,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00000856,ROFILIO T NEYRA HUAMANI,1,"3,139",AYACUCHO,PODEMOS PERU
00000857,MABEL MIRNA YARANGA SULCA,2,"1,738",AYACUCHO,PODEMOS PERU
00000858,PERCY UBILLUZ GARCIA,3,"1,126",AYACUCHO,PODEMOS PERU
00000859,YESENIA YUSSBELL GOMEZ YUYALI,4,95,AYACUCHO,PODEMOS PERU
00000832,RICHARD MENESES HUAYANAY,1,"4,827",AYACUCHO,JUNTOS POR EL PERU
00000833,  ,2,"1,599",AYACUCHO,JUNTOS POR EL PERU
00000834,ALBERTO MOROTE SANCHEZ,3,"1,861",AYACUCHO,JUNTOS POR EL PERU
00000835,NORMA LUCILA AZPARRENT RIVERO,4,442,AYACUCHO,JUNTOS POR EL PERU
00000852,ANGELA FIORELA CHAVEZ SOSA,1,120,AYACUCHO,PARTIDO POPULAR CRISTIANO - PPC
00000853,  ,2,59,AYACUCHO,PARTIDO POPULAR CRISTIANO - PPC
00000854,JOLY ROSMERY HUAMAN PILLACA,3,117,AYACUCHO,PARTIDO POPULAR CRISTIANO - PPC
00000855,  ,4,14,AYACUCHO,PARTIDO POPULAR CRISTIANO - PPC
00000848,JOSE CARLOS ALARCON CARDENAS,1,"1,669",AYACUCHO,FUERZA POPULAR
00000849,EDITH JENNY RODRÍGUEZ ALTAMIRANO,2,667,AYACUCHO,FUERZA POPULAR
00000850,QUINTILIANO DELGADO ANDRADE,3,268,AYACUCHO,FUERZA POPULAR
00000851,  ,4,71,AYACUCHO,FUERZA POPULAR
00000366,ALBINO CESAR NIETO SERPA,1,"2,001",AYACUCHO,UNION POR EL PERU
00000367,  ,2,413,AYACUCHO,UNION POR EL PERU
00000368,  ,3,193,AYACUCHO,UNION POR EL PERU
00000369,  ,4,50,AYACUCHO,UNION POR EL PERU
00000338,PEDRO CANCHO SANCHEZ,1,"3,289",AYACUCHO,RENOVACION POPULAR
00000339,GREMY AZOCAR FAJARDO,2,"1,485",AYACUCHO,RENOVACION POPULAR
00000340,TOLOMEO LUCIO CASO RIMARI,3,767,AYACUCHO,RENOVACION POPULAR
00000341,  ,4,87,AYACUCHO,RENOVACION POPULAR
00000836,YURI MILQUE NUÑEZ GONZALES,1,588,AYACUCHO,RENACIMIENTO UNIDO NACIONAL
00000837,JENNY LAGOS CORDOVA,2,362,AYACUCHO,RENACIMIENTO UNIDO NACIONAL
00000838,HECTOR ARONES POMASONCCO,3,310,AYACUCHO,RENACIMIENTO UNIDO NACIONAL
00000839,MARITZA ITURRAL PALOMINO,4,50,AYACUCHO,RENACIMIENTO UNIDO NACIONAL
00000840,JULIO ERNESTO VALDEZ CARDENAS,1,"4,574",AYACUCHO,PARTIDO DEMOCRATICO SOMOS PERU
00000841,MAGDALENA DALILA HUAMANI ANAYHUAMAN,2,885,AYACUCHO,PARTIDO DEMOCRATICO SOMOS PERU
00000842,CARLOS EDUARDO CARDENAS URBAY,3,"2,580",AYACUCHO,PARTIDO DEMOCRATICO SOMOS PERU
00000843,GLORIA QUISPE GIRON,4,542,AYACUCHO,PARTIDO DEMOCRATICO SOMOS PERU
00000358,ALEX RANDU FLORES RAMIREZ,1,"17,494",AYACUCHO,PARTIDO POLITICO NACIONAL PERU LIBRE
00000359,MARGOT PALACIOS HUAMAN,2,"9,037",AYACUCHO,PARTIDO POLITICO NACIONAL PERU LIBRE
00000360,GERMAN ADOLFO TACURI VALDIVIA,3,"9,648",AYACUCHO,PARTIDO POLITICO NACIONAL PERU LIBRE
00000361,JANETH FRANCO ECHEVARRIA,4,"1,490",AYACUCHO,PARTIDO POLITICO NACIONAL PERU LIBRE
00000334,  ,1,110,AYACUCHO,DEMOCRACIA DIRECTA
00000335,ROSA MEDINA RETAMOZO,2,71,AYACUCHO,DEMOCRACIA DIRECTA
00000336,PELAGIO LAINES VARGAS,3,84,AYACUCHO,DEMOCRACIA DIRECTA
00000337,  ,4,15,AYACUCHO,DEMOCRACIA DIRECTA
00000860,JORGE JULIO SEVILLA SIFUENTES,1,"4,411",AYACUCHO,ALIANZA PARA EL PROGRESO
00000331,MILAGRITOS ALICIA CARRASCO ARONES,2,"1,775",AYACUCHO,ALIANZA PARA EL PROGRESO
00000332,NELSON RIVAS OCEJO,3,"1,139",AYACUCHO,ALIANZA PARA EL PROGRESO
00000333,NANCY CARDENAS CLARIS,4,165,AYACUCHO,ALIANZA PARA EL PROGRESO
00000454,CESAR AUGUSTO JARA QUISPE,1,"2,179",CAJAMARCA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00000455,ELSA SOCORRO RODRIGUEZ MENDOZA,2,"1,309",CAJAMARCA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00000456,JULIO EDGAR BECERRA CAMPOS,3,544,CAJAMARCA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00000457,DIGNA EMERITA PEREZ DE ESTRADA,4,298,CAJAMARCA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00000458,ERNESTO MORALES MEGO,5,789,CAJAMARCA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00000459,JUANA MARIN VDA DE LOZANO,6,165,CAJAMARCA,FRENTE POPULAR AGRICOLA FIA DEL PERU - FREPAP
00000370,ENRIQUE RODRIGUEZ BAUTISTA,1,694,CAJAMARCA,PARTIDO NACIONALISTA PERUANO
00000371,MARILU LLANOS CHANTA,2,477,CAJAMARCA,PARTIDO NACIONALISTA PERUANO
00000372,SAVINO SANCHEZ BECERRA,3,184,CAJAMARCA,PARTIDO NACIONALISTA PERUANO
00000373,BETTY EDIT CUSMA CAMPOS,4,75,CAJAMARCA,PARTIDO NACIONALISTA PERUANO
00000374,EDUAR RAUL LEIVA RODRIGUEZ,5,88,CAJAMARCA,PARTIDO NACIONALISTA PERUANO
00000375,  ,6,37,CAJAMARCA,PARTIDO NACIONALISTA PERUANO
00000412,JUAN CHILON CHUQUIMANGO,1,"1,210",CAJAMARCA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00000413,FLOR YOLANDA QUIROZ CASTAÑEDA,2,359,CAJAMARCA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00000414,JOSE FORTUNATO CASTILLO ALVA,3,624,CAJAMARCA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00000415,MARIA DELIA AGUILAR CADENILLAS,4,74,CAJAMARCA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00000416,JOSE ANTONIO GUEVARA QUISPE,5,934,CAJAMARCA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00000417,TATIANA LIZETH CHAVEZ MEDINA,6,79,CAJAMARCA,"EL FRENTE AMPLIO POR JUSTICIA, VIDA Y LIBERTAD"
00000863,JOSE MANUEL DIAZ SILVA,1,"1,700",CAJAMARCA,PARTIDO MORADO
00000864,ELENA SOLEDAD SANCHEZ CUEVA,2,"1,460",CAJAMARCA,PARTIDO MORADO
00000865,JOSE WILSON TELLO PEREZ,3,"2,169",CAJAMARCA,PARTIDO MORADO
00000866,DENISE VIVIANA SÁNCHEZ RAMÍREZ,4,222,CAJAMARCA,PARTIDO MORADO
00000867,ELSER BURGA MENDOZA,5,258,CAJAMARCA,PARTIDO MORADO
00000868,JANETH DEL PILAR VASQUEZ REYES,6,401,CAJAMARCA,PARTIDO MORADO
,,1,0,CAJAMARCA,PERU PATRIA SEGURA
,,2,0,CAJAMARCA,PERU PATRIA SEGURA
,,3,0,CAJAMARCA,PERU PATRIA SEGURA
,,4,0,CAJAMARCA,PERU PATRIA SEGURA
,,5,0,CAJAMARCA,PERU PATRIA SEGURA
,,6,0,CAJAMARCA,PERU PATRIA SEGURA
00000424,ANGELMIRO MONTOYA MESTANZA,1,"2,960",CAJAMARCA,VICTORIA NACIONAL
00000425,MAGALY JUDITH CORDOVA GUEVARA,2,"2,437",CAJAMARCA,VICTORIA NACIONAL
00000426,GILBERTO SEMPERTEGUI ILATOMA,3,885,CAJAMARCA,VICTORIA NACIONAL
00000427,MIRTHA ESTHER VALDERRAMA SANCHEZ,4,574,CAJAMARCA,VICTORIA NACIONAL
00000428,JUAN CESAR REGALADO CABRERA,5,"3,922",CAJAMARCA,VICTORIA NACIONAL
00000429,FLOR KERY PALOMINO CERNA,6,87,CAJAMARCA,VICTORIA NACIONAL
00000400,SILVIA MARIA MONTEZA FACHO,1,"6,098",CAJAMARCA,ACCION POPULAR
00000401,MARTIN VASQUEZ RUBIO,2,"4,988",CAJAMARCA,ACCION POPULAR
00000402,JULIA AGUEDITA LEZAMA ACUÑA,3,"1,197",CAJAMARCA,ACCION POPULAR
00000403,HENRRY ERIC PINTADO PUELLES,4,"2,743",CAJAMARCA,ACCION POPULAR
00000404,ANA RAQUEL HUAMAN ESPEJO,5,"1,311",CAJAMARCA,ACCION POPULAR
00000405,MAYKOL CRISTIAM LINARES MONTEZA,6,"1,481",CAJAMARCA,ACCION POPULAR
00000406,RICHAR ELI BACON TERRONES,1,"2,560",CAJAMARCA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00000407,MARGOT MONICA GUILLEN ROJAS,2,996,CAJAMARCA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00000408,NUMA POMPILIO ROMERO SUELPRES,3,548,CAJAMARCA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00000409,TERESA DE JESUS VELASQUEZ ARRIETA,4,323,CAJAMARCA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00000410,AMILCAR PEREZ NUÑEZ,5,996,CAJAMARCA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00000411,OTILIA ROJAS ARAUJO DE AMARO,6,113,CAJAMARCA,AVANZA PAIS - PARTIDO DE INTEGRACION SOCIAL
00000448,SILVIO ESTELA PEREZ,1,"4,218",CAJAMARCA,PODEMOS PERU
00000449,TATIANA LIZETH MERA VASQUEZ,2,"1,839",CAJAMARCA,PODEMOS PERU
00000450,GUILLERMO VASQUEZ CHINGO,3,"2,486",CAJAMARCA,PODEMOS PERU
00000451,SANTOS CECILIA PULITY CAMPOS,4,120,CAJAMARCA,PODEMOS PERU
00000452,PEDRO EDUARDO NUÑEZ OBLITAS,5,775,CAJAMARCA,PODEMOS PERU
00000453,DIANA SUSY SENCIA VILLA,6,64,CAJAMARCA,PODEMOS PERU
00000382,DREISSER VLADIMIR RUIZ CARUAJULCA,1,"4,612",CAJAMARCA,JUNTOS POR EL PERU
00000383,NORMA MADALI BARCO RUEDA,2,"5,090",CAJAMARCA,JUNTOS POR EL PERU
00000384,JOSE LIZARDO TAPIA DIAZ,3,"9,176",CAJAMARCA,JUNTOS POR EL PERU
00000385,FIORELA TATIANA ELERA ZURITA,4,"1,167",CAJAMARCA,JUNTOS POR EL PERU
